ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),사고이력,연식(년),가격(백만원)
TRAIN_0995,K사,Soul,Pre-Owned,46.169,FWD,182638,2,No,0,21.7
TRAIN_0996,K사,EV6,Brand New,,FWD,6890,10,No,0,48.56
TRAIN_0997,T사,MY,Pre-Owned,51.94,AWD,114403,0,No,0,74.92
TRAIN_0998,P사,TayGTS,Brand New,93.4,AWD,3508,2,No,0,160.82
TRAIN_0999,H사,KNE,Brand New,,FWD,5364,9,No,0,24.51
TRAIN_1000,K사,EV6,Brand New,,FWD,5557,10,No,0,46.93
TRAIN_1001,P사,TayCT,Nearly New,76.093,AWD,35801,0,No,2,119.17
TRAIN_1002,K사,Niro,Nearly New,56.0,AWD,41201,6,No,0,27.84
TRAIN_1003,H사,ION5,Pre-Owned,53.602,AWD,126161,1,Yes,0,33.64
TRAIN_1004,A사,RSeTGT,Nearly New,,AWD,14384,5,No,1,99.09
TRAIN_1005,H사,KNE,Nearly New,68.488,FWD,36145,7,Yes,1,28.34
TRAIN_1006,H사,IONIQ,Nearly New,47.84,FWD,38799,3,No,2,12.44
TRAIN_1007,A사,eT,Brand New,95.0,AWD,4208,8,No,0,60.2
TRAIN_1008,P사,TayGTS,Pre-Owned,67.378,AWD,61481,2,No,0,151.21
TRAIN_1009,K사,Niro,Pre-Owned,50.096,FWD,183052,4,No,0,27.56
TRAIN_1010,T사,M3,Pre-Owned,58.707,RWD,119940,2,No,0,52.79
TRAIN_1011,H사,ION5,Pre-Owned,60.585,AWD,65763,4,No,0,34.25
TRAIN_1012,P사,TayGTS,Pre-Owned,70.185,AWD,81642,2,No,0,155.97
TRAIN_1013,B사,i5,Nearly New,71.841,RWD,48104,5,No,1,59.79
TRAIN_1014,T사,MY,Nearly New,63.701,AWD,45931,4,No,0,78.95
TRAIN_1015,P사,TayGTS,Brand New,,AWD,5126,2,No,0,160.42
TRAIN_1016,P사,Tay,Brand New,90.0,AWD,9314,2,No,0,103.15
TRAIN_1017,K사,Soul,Pre-Owned,48.093,AWD,69139,3,No,0,22.88
TRAIN_1018,V사,ID4,Brand New,,AWD,6419,8,No,0,40.08
TRAIN_1019,A사,eT,Brand New,95.0,AWD,5489,8,No,0,60.58
TRAIN_1020,T사,MS,Pre-Owned,72.139,AWD,86009,0,No,0,78.01
TRAIN_1021,K사,Niro,Pre-Owned,46.0,FWD,75593,1,No,0,27.3
TRAIN_1022,H사,ION5,Brand New,,AWD,8663,9,No,0,35.46
TRAIN_1023,P사,TayGTS,Pre-Owned,67.378,AWD,77587,2,No,0,151.06
TRAIN_1024,T사,MY,Pre-Owned,54.104,AWD,199515,0,No,0,73.52
TRAIN_1025,A사,Q4eT,Brand New,,AWD,805,8,No,0,60.0
TRAIN_1026,H사,ION5,Brand New,,AWD,2816,9,No,0,35.26
TRAIN_1027,A사,eT,Nearly New,80.688,AWD,49302,4,No,0,73.76
TRAIN_1028,A사,Q4eT,Brand New,,AWD,999,7,No,0,60.0
TRAIN_1029,H사,KNE,Pre-Owned,68.488,FWD,62544,3,No,0,26.98
TRAIN_1030,B사,iX,Brand New,,RWD,278,7,No,0,79.65
TRAIN_1031,T사,MS,Nearly New,92.16,AWD,28796,6,No,2,75.63
TRAIN_1032,P사,TayCT,Pre-Owned,76.093,AWD,79203,2,No,0,123.82
TRAIN_1033,T사,M3,Pre-Owned,56.359,RWD,80720,1,No,0,52.04
TRAIN_1034,A사,Q4eT,Nearly New,66.861,AWD,26165,3,No,0,58.01
TRAIN_1035,T사,MY,Pre-Owned,58.707,AWD,54998,2,No,0,75.45
TRAIN_1036,B사,i5,Nearly New,68.967,RWD,32267,4,No,0,63.59
TRAIN_1037,V사,ID4,Brand New,,AWD,3195,7,No,0,34.86
TRAIN_1038,A사,eT,Brand New,95.0,AWD,9095,8,No,0,60.45
TRAIN_1039,H사,IONIQ,Pre-Owned,66.14,FWD,50479,1,No,0,13.55
TRAIN_1040,T사,M3,Nearly New,61.153,RWD,45686,3,No,0,53.97
TRAIN_1041,A사,Q4eT,Nearly New,75.571,AWD,46898,6,No,2,53.31
TRAIN_1042,V사,ID4,Nearly New,62.784,AWD,16399,3,No,0,41.1
TRAIN_1043,B사,iX,Brand New,,RWD,721,7,No,0,80.49
TRAIN_1044,K사,EV6,Brand New,,FWD,9866,10,No,0,47.61
TRAIN_1045,K사,EV6,Brand New,90.0,FWD,5189,9,No,0,40.01
TRAIN_1046,T사,MY,Brand New,,AWD,1038,8,No,0,74.83
TRAIN_1047,B사,i3,Nearly New,56.0,RWD,24708,3,No,0,24.0
TRAIN_1048,A사,RSeTGT,Brand New,,AWD,5185,8,No,0,100.02
TRAIN_1049,B사,i5,Nearly New,74.834,RWD,32639,6,No,2,64.31
TRAIN_1050,T사,M3,Brand New,,RWD,5361,8,No,0,54.11
TRAIN_1051,K사,EV6,Brand New,,FWD,735,10,Yes,0,48.1
TRAIN_1052,T사,MS,Nearly New,,AWD,29978,3,No,0,82.89
TRAIN_1053,A사,eT,Nearly New,,AWD,22282,4,No,0,74.06
TRAIN_1054,B사,iX,Brand New,,AWD,5078,8,No,0,79.12
TRAIN_1055,B사,iX,Brand New,,RWD,2193,8,No,0,79.57
TRAIN_1056,H사,KNE,Nearly New,68.488,FWD,20004,7,No,1,28.77
TRAIN_1057,K사,Niro,Nearly New,58.982,FWD,14722,8,No,2,27.38
TRAIN_1058,T사,M3,Brand New,,RWD,225,8,Yes,0,55.0
TRAIN_1059,V사,ID4,Brand New,90.0,AWD,6957,8,No,0,39.64
TRAIN_1060,B사,i5,Pre-Owned,63.56,AWD,176522,2,No,0,61.78
TRAIN_1061,H사,ION5,Brand New,,AWD,7339,9,No,0,35.11
TRAIN_1062,V사,ID4,Pre-Owned,60.272,AWD,179638,2,No,0,39.56
TRAIN_1063,P사,Tay,Brand New,90.0,AWD,742,2,No,0,96.82
TRAIN_1064,V사,ID4,Pre-Owned,57.861,AWD,189291,1,No,0,39.85
TRAIN_1065,A사,eT,Nearly New,77.46,AWD,29484,3,No,0,73.99
TRAIN_1066,B사,i3,Nearly New,56.0,RWD,16846,6,No,2,23.73
TRAIN_1067,T사,MX,Brand New,96.0,AWD,5385,7,No,0,78.16
TRAIN_1068,H사,IONIQ,Pre-Owned,68.92,FWD,48664,1,No,1,25.71
TRAIN_1069,P사,TayCT,Brand New,,AWD,5144,2,No,0,120.48
TRAIN_1070,H사,ION6,Nearly New,65.739,AWD,17130,6,No,0,37.44
TRAIN_1071,P사,TayGTS,Pre-Owned,64.683,AWD,123851,2,No,0,151.89
TRAIN_1072,K사,EV6,Brand New,,FWD,9990,9,No,0,41.66
TRAIN_1073,T사,MX,Pre-Owned,69.253,AWD,75003,0,No,0,87.7
TRAIN_1074,B사,i5,Pre-Owned,58.577,RWD,166151,0,No,0,60.92
TRAIN_1075,A사,Q4eT,Brand New,,AWD,4434,7,No,0,59.96
TRAIN_1076,B사,iX,Brand New,,AWD,9251,7,No,0,80.34
TRAIN_1077,V사,ID4,Nearly New,68.125,AWD,27896,5,No,1,40.82
TRAIN_1078,K사,Niro,Brand New,90.0,FWD,6651,9,No,0,24.57
TRAIN_1079,H사,KNE,Brand New,,FWD,3330,10,No,0,22.52
TRAIN_1080,T사,MS,Pre-Owned,69.253,AWD,63952,0,No,0,79.47
TRAIN_1081,A사,eT,Pre-Owned,74.362,AWD,174633,2,No,0,71.75
TRAIN_1082,B사,i5,Nearly New,68.967,RWD,14061,4,No,0,64.62
TRAIN_1083,B사,i3,Pre-Owned,46.0,RWD,81749,2,No,0,22.95
TRAIN_1084,A사,RSeTGT,Brand New,,AWD,2853,7,No,0,100.18
TRAIN_1085,P사,TayGTS,Pre-Owned,64.683,AWD,82167,2,No,0,151.43
TRAIN_1086,H사,ION6,Pre-Owned,55.836,AWD,169852,2,No,0,37.22
TRAIN_1087,V사,ID4,Brand New,,AWD,5968,8,Yes,0,40.41
TRAIN_1088,B사,iX,Brand New,,RWD,8265,7,Yes,0,80.58
TRAIN_1089,T사,MY,Nearly New,61.153,AWD,13379,3,No,0,77.7
TRAIN_1090,B사,iX,Brand New,90.0,RWD,7923,8,No,0,80.71
TRAIN_1091,H사,ION6,Brand New,,AWD,5523,9,No,0,39.0
TRAIN_1092,H사,IONIQ,Nearly New,72.0,FWD,25000,8,No,2,15.86
TRAIN_1093,T사,MY,Nearly New,69.12,AWD,15248,6,No,2,68.37
TRAIN_1094,V사,ID4,Pre-Owned,60.272,AWD,173666,2,No,0,39.91
TRAIN_1095,K사,EV6,Brand New,,AWD,6946,9,No,0,41.21
TRAIN_1096,K사,Niro,Pre-Owned,48.093,AWD,183493,3,No,0,27.19
TRAIN_1097,V사,ID4,Brand New,,AWD,459,7,No,0,34.82
TRAIN_1098,T사,MY,Pre-Owned,51.94,AWD,97900,0,No,0,73.2
TRAIN_1099,A사,Q4eT,Nearly New,75.571,AWD,17030,6,No,2,53.34
TRAIN_1100,B사,iX,Brand New,,RWD,2619,7,No,0,79.69
TRAIN_1101,A사,RSeTGT,Brand New,,AWD,6651,7,No,0,100.01
TRAIN_1102,K사,EV6,Brand New,90.0,FWD,2010,9,No,0,39.96
TRAIN_1103,A사,Q4eT,Nearly New,69.646,AWD,31013,4,No,0,59.0
TRAIN_1104,K사,EV6,Brand New,,FWD,4105,9,No,0,40.78
TRAIN_1105,H사,ION6,Brand New,,AWD,8611,9,No,0,38.06
TRAIN_1106,K사,Niro,Brand New,90.0,AWD,6614,9,No,0,24.74
TRAIN_1107,K사,Soul,Nearly New,56.0,AWD,40044,5,No,0,22.19
TRAIN_1108,P사,Tay,Brand New,,AWD,8854,2,No,0,104.56
TRAIN_1109,B사,i3,Nearly New,56.0,RWD,32710,4,No,0,23.98
TRAIN_1110,V사,ID4,Pre-Owned,55.547,AWD,185349,0,No,0,38.57
TRAIN_1111,B사,i3,Nearly New,56.0,RWD,42743,6,No,2,23.73
TRAIN_1112,P사,Tay,Brand New,90.0,AWD,1968,2,No,0,104.48
TRAIN_1113,V사,ID4,Pre-Owned,60.272,AWD,56446,2,Yes,0,41.08
TRAIN_1114,H사,KNE,Nearly New,68.488,FWD,44185,8,No,2,27.86
TRAIN_1115,H사,ION5,Pre-Owned,58.162,AWD,142971,3,No,0,34.06
TRAIN_1116,T사,MS,Nearly New,,AWD,31399,4,No,0,84.16
TRAIN_1117,A사,eT,Brand New,91.2,AWD,1731,7,No,0,65.06
TRAIN_1118,A사,RSeTGT,Brand New,,AWD,5673,7,No,0,100.33
TRAIN_1119,B사,iX,Brand New,,RWD,5128,8,No,0,80.71
TRAIN_1120,P사,Tay,Brand New,,AWD,6640,2,No,0,103.66
TRAIN_1121,K사,EV6,Brand New,,FWD,2293,9,No,0,40.54
TRAIN_1122,V사,ID4,Pre-Owned,53.325,AWD,110215,0,No,0,38.7
TRAIN_1123,A사,RSeTGT,Brand New,90.0,AWD,4305,7,No,0,100.06
TRAIN_1124,A사,RSeTGT,Brand New,,AWD,7837,8,No,0,100.88
TRAIN_1125,K사,Soul,Pre-Owned,50.096,FWD,86777,4,No,0,23.14
TRAIN_1126,K사,Niro,Nearly New,56.0,FWD,12153,5,No,0,28.4
TRAIN_1127,B사,i5,Nearly New,74.834,RWD,33841,6,No,2,64.4
TRAIN_1128,K사,Soul,Pre-Owned,46.0,FWD,160143,1,No,0,22.68
TRAIN_1129,T사,MY,Nearly New,66.355,AWD,19918,5,No,1,74.59
TRAIN_1130,H사,KNE,Pre-Owned,68.488,FWD,51066,1,No,0,27.36
TRAIN_1131,V사,ID4,Brand New,,AWD,2340,7,No,0,34.54
TRAIN_1132,T사,M3,Brand New,90.0,RWD,1481,8,No,0,54.41
TRAIN_1133,K사,Soul,Nearly New,56.0,FWD,45498,6,No,0,23.63
TRAIN_1134,H사,ION5,Brand New,,AWD,1738,10,No,0,35.95
TRAIN_1135,A사,Q4eT,Brand New,,AWD,3003,8,No,0,59.81
TRAIN_1136,H사,KNE,Brand New,,FWD,4129,10,No,0,21.89
TRAIN_1137,A사,Q4eT,Brand New,90.0,AWD,8806,7,No,0,60.0
TRAIN_1138,B사,i3,Pre-Owned,46.0,RWD,103371,2,No,0,23.41
TRAIN_1139,B사,iX,Brand New,,RWD,812,8,No,0,80.64
TRAIN_1140,A사,Q4eT,Pre-Owned,59.154,AWD,74855,0,No,0,55.24
TRAIN_1141,H사,ION5,Brand New,,AWD,8938,9,No,0,35.24
TRAIN_1142,B사,iX,Brand New,90.0,RWD,1993,8,No,0,80.14
TRAIN_1143,H사,IONIQ,Nearly New,,FWD,47892,3,No,0,9.92
TRAIN_1144,A사,RSeTGT,Brand New,,AWD,9717,7,No,0,100.48
TRAIN_1145,T사,M3,Brand New,,RWD,4924,7,No,0,46.19
TRAIN_1146,A사,eT,Nearly New,,AWD,47469,5,No,1,73.55
TRAIN_1147,A사,Q4eT,Brand New,,AWD,5558,8,No,0,60.0
TRAIN_1148,K사,EV6,Brand New,,FWD,4692,10,No,0,48.64
TRAIN_1149,V사,ID4,Pre-Owned,57.861,AWD,189751,1,No,0,39.36
TRAIN_1150,A사,Q4eT,Pre-Owned,61.619,AWD,162015,1,No,0,56.92
TRAIN_1151,V사,ID4,Brand New,,AWD,5281,7,No,0,34.21
TRAIN_1152,A사,eT,Pre-Owned,65.791,AWD,184694,0,No,0,70.25
TRAIN_1153,H사,ION6,Pre-Owned,55.836,AWD,59478,2,No,0,36.66
TRAIN_1154,B사,i3,Nearly New,56.0,AWD,26499,4,No,0,23.92
TRAIN_1155,K사,EV6,Brand New,90.0,FWD,3757,10,No,0,48.13
TRAIN_1156,K사,Niro,Brand New,,FWD,26,10,No,0,22.59
TRAIN_1157,V사,ID4,Pre-Owned,57.861,AWD,113788,1,No,0,39.58
TRAIN_1158,P사,TayGTS,Brand New,,AWD,398,2,No,0,160.0
TRAIN_1159,H사,ION5,Nearly New,68.479,AWD,31427,7,No,1,34.99
TRAIN_1160,K사,Soul,Nearly New,58.982,FWD,15552,8,No,2,23.17
TRAIN_1161,H사,KNE,Brand New,90.0,FWD,7546,10,No,0,21.21
TRAIN_1162,H사,KNE,Pre-Owned,68.488,FWD,60892,4,No,0,28.89
TRAIN_1163,T사,MS,Pre-Owned,72.139,AWD,128051,0,No,0,78.15
TRAIN_1164,T사,MY,Brand New,,AWD,5448,8,No,0,75.79
TRAIN_1165,A사,RSeTGT,Nearly New,,AWD,36925,3,No,0,99.14
TRAIN_1166,T사,MY,Brand New,90.0,AWD,8510,7,No,0,64.41
TRAIN_1167,P사,Tay,Brand New,,AWD,9093,2,No,0,95.97
TRAIN_1168,T사,MS,Pre-Owned,78.276,AWD,82326,2,No,0,82.06
TRAIN_1169,B사,i5,Brand New,,RWD,9493,8,No,0,64.43
TRAIN_1170,K사,EV6,Brand New,,AWD,2892,9,No,0,41.66
TRAIN_1171,H사,ION6,Pre-Owned,60.585,AWD,154728,4,No,0,37.94
TRAIN_1172,P사,TayGTS,Pre-Owned,64.683,AWD,196206,2,No,0,151.11
TRAIN_1173,A사,RSeTGT,Pre-Owned,,AWD,140690,1,No,0,97.69
TRAIN_1174,H사,KNE,Brand New,,FWD,9938,10,No,0,21.46
TRAIN_1175,K사,EV6,Brand New,,FWD,6432,10,No,0,47.09
TRAIN_1176,T사,M3,Brand New,,RWD,7531,7,No,0,47.55
TRAIN_1177,H사,ION5,Pre-Owned,58.162,AWD,122375,3,No,0,34.96
TRAIN_1178,H사,KNE,Pre-Owned,68.488,FWD,154092,3,No,0,28.06
TRAIN_1179,H사,IONIQ,Pre-Owned,,FWD,67416,1,No,2,22.45
TRAIN_1180,H사,IONIQ,Pre-Owned,68.47,FWD,23088,1,No,2,24.82
TRAIN_1181,H사,ION6,Nearly New,71.332,AWD,42585,8,No,2,37.95
TRAIN_1182,K사,Soul,Brand New,,FWD,5356,9,No,0,20.36
TRAIN_1183,K사,Soul,Pre-Owned,46.0,FWD,195284,1,No,0,22.58
TRAIN_1184,T사,MX,Nearly New,,AWD,21670,4,No,0,92.6
TRAIN_1185,A사,RSeTGT,Pre-Owned,,AWD,127368,2,No,0,97.18
TRAIN_1186,K사,EV6,Brand New,,FWD,6039,9,No,0,41.41
TRAIN_1187,P사,TayGTS,Pre-Owned,67.378,AWD,111944,2,No,0,151.0
TRAIN_1188,T사,MX,Pre-Owned,,AWD,140555,2,No,0,91.74
TRAIN_1189,P사,TayGTS,Pre-Owned,70.185,AWD,110133,2,No,0,155.8
TRAIN_1190,P사,Tay,Brand New,,AWD,6049,2,No,0,104.5
TRAIN_1191,H사,ION6,Brand New,,AWD,9499,9,No,0,38.23
TRAIN_1192,K사,Soul,Brand New,,FWD,1161,9,No,0,19.64
TRAIN_1193,P사,TayCT,Brand New,,AWD,5245,2,Yes,0,129.12
TRAIN_1194,T사,MY,Brand New,,AWD,5787,7,No,0,64.54
TRAIN_1195,B사,i5,Pre-Owned,58.577,RWD,155774,0,No,0,60.14
TRAIN_1196,K사,Niro,Nearly New,56.0,AWD,18454,5,No,0,27.97
TRAIN_1197,T사,MX,Nearly New,,AWD,49863,5,No,1,93.2
TRAIN_1198,H사,ION5,Pre-Owned,58.162,AWD,56840,3,No,0,34.48
TRAIN_1199,P사,Tay,Nearly New,64.578,AWD,39112,2,No,0,120.6
TRAIN_1200,K사,Soul,Pre-Owned,48.093,FWD,105637,3,No,0,23.37
TRAIN_1201,P사,TayGTS,Nearly New,86.077,AWD,38158,0,No,2,159.71
TRAIN_1202,T사,MY,Pre-Owned,56.359,AWD,195058,1,No,0,77.1
TRAIN_1203,B사,i3,Brand New,90.0,AWD,2562,8,No,0,24.92
TRAIN_1204,B사,i3,Brand New,,AWD,3453,8,No,0,24.91
TRAIN_1205,V사,ID4,Nearly New,70.963,AWD,49850,6,No,2,36.01
TRAIN_1206,A사,eT,Nearly New,87.552,AWD,37455,6,No,2,73.87
TRAIN_1207,K사,EV6,Brand New,,AWD,6075,10,No,0,48.39
TRAIN_1208,H사,ION6,Pre-Owned,58.162,AWD,179292,3,No,0,38.0
TRAIN_1209,P사,Tay,Nearly New,72.991,AWD,21024,0,No,2,120.28
TRAIN_1210,A사,eT,Pre-Owned,74.362,AWD,131091,2,No,0,71.91
TRAIN_1211,H사,ION6,Brand New,,AWD,7395,10,No,0,38.32
TRAIN_1212,T사,M3,Nearly New,61.153,RWD,39319,3,No,0,53.26
TRAIN_1213,K사,Soul,Brand New,,FWD,9925,9,No,0,20.66
TRAIN_1214,K사,EV6,Brand New,,FWD,6882,9,Yes,0,40.87
TRAIN_1215,P사,TayCT,Brand New,,AWD,1491,2,No,0,131.07
TRAIN_1216,T사,MX,Brand New,96.0,AWD,6828,7,No,0,77.52
TRAIN_1217,T사,MX,Brand New,96.0,AWD,5994,7,No,0,78.83
TRAIN_1218,A사,Q4eT,Brand New,,AWD,51,8,No,0,59.87
TRAIN_1219,T사,M3,Nearly New,63.701,RWD,20498,4,No,0,53.99
TRAIN_1220,H사,ION6,Nearly New,68.479,AWD,23440,7,Yes,1,37.76
TRAIN_1221,T사,MS,Nearly New,92.16,AWD,17525,6,No,2,75.64
TRAIN_1222,T사,MY,Brand New,,AWD,5558,8,No,0,74.57
TRAIN_1223,H사,IONIQ,Nearly New,,FWD,73315,3,No,2,19.36
TRAIN_1224,P사,TayGTS,Nearly New,,AWD,28008,1,No,1,159.26
TRAIN_1225,P사,TayCT,Nearly New,76.093,AWD,26624,2,No,0,130.45
TRAIN_1226,T사,MS,Pre-Owned,75.145,AWD,75019,1,No,0,80.7
TRAIN_1227,P사,TayGTS,Nearly New,,AWD,38350,1,No,1,159.48
TRAIN_1228,T사,MS,Nearly New,,AWD,32942,5,No,1,84.07
TRAIN_1229,B사,iX,Brand New,,AWD,9983,8,No,0,80.83
TRAIN_1230,H사,ION6,Pre-Owned,58.162,AWD,189475,3,No,0,37.56
TRAIN_1231,H사,KNE,Nearly New,68.488,FWD,25013,6,No,0,28.15
TRAIN_1232,T사,M3,Nearly New,63.701,RWD,43882,4,No,0,53.68
TRAIN_1233,T사,MS,Pre-Owned,75.145,AWD,136494,1,No,0,80.6
TRAIN_1234,T사,MS,Brand New,99.8,AWD,8831,8,No,0,64.69
TRAIN_1235,V사,ID4,Brand New,,AWD,1379,7,No,0,34.57
TRAIN_1236,H사,ION6,Nearly New,63.11,AWD,18566,5,No,0,37.74
TRAIN_1237,K사,EV6,Brand New,,AWD,9898,10,No,0,47.45
TRAIN_1238,T사,M3,Pre-Owned,54.104,RWD,120645,0,No,0,51.08
TRAIN_1239,B사,iX,Brand New,90.0,RWD,2524,8,No,0,80.22
TRAIN_1240,A사,Q4eT,Brand New,,AWD,9226,7,No,0,59.91
TRAIN_1241,T사,M3,Brand New,,RWD,9472,8,No,0,54.94
TRAIN_1242,K사,Soul,Pre-Owned,46.169,AWD,147930,2,No,0,22.28
TRAIN_1243,B사,iX,Brand New,,AWD,1083,8,No,0,79.61
TRAIN_1244,K사,Niro,Brand New,90.0,AWD,9500,9,No,0,23.64
TRAIN_1245,P사,TayCT,Brand New,,AWD,9137,2,No,0,120.77
TRAIN_1246,V사,ID4,Nearly New,65.4,AWD,44662,4,Yes,0,40.58
TRAIN_1247,P사,TayCT,Nearly New,76.093,AWD,28850,1,Yes,1,130.38
TRAIN_1248,P사,Tay,Nearly New,64.578,AWD,13648,2,No,0,121.66
TRAIN_1249,T사,M3,Pre-Owned,54.104,RWD,143086,0,No,0,50.58
TRAIN_1250,K사,EV6,Brand New,,FWD,6268,10,No,0,47.73
TRAIN_1251,H사,ION5,Brand New,,AWD,5502,10,No,0,35.48
TRAIN_1252,A사,eT,Pre-Owned,65.791,AWD,70645,0,Yes,0,70.22
TRAIN_1253,T사,MS,Brand New,99.8,AWD,32,8,No,0,63.32
TRAIN_1254,P사,TayCT,Brand New,,AWD,9505,2,No,0,129.81
TRAIN_1255,A사,eT,Pre-Owned,71.388,AWD,163240,1,No,0,72.47
TRAIN_1256,A사,Q4eT,Pre-Owned,64.186,AWD,98342,2,No,0,57.8
TRAIN_1257,P사,Tay,Brand New,,AWD,6434,2,No,0,103.96
TRAIN_1258,V사,ID4,Brand New,,AWD,1640,8,No,0,39.45
TRAIN_1259,P사,TayCT,Brand New,,AWD,3308,2,No,0,130.26
TRAIN_1260,P사,TayCT,Brand New,90.0,AWD,3378,2,No,0,130.86
TRAIN_1261,H사,ION6,Brand New,90.0,AWD,7964,10,No,0,39.0
TRAIN_1262,H사,ION5,Nearly New,71.332,AWD,41556,8,No,2,34.12
TRAIN_1263,H사,ION5,Pre-Owned,58.162,AWD,123341,3,No,0,34.93
TRAIN_1264,K사,EV6,Brand New,,FWD,655,9,No,0,40.52
TRAIN_1265,K사,Soul,Brand New,,FWD,8709,10,No,0,16.61
TRAIN_1266,P사,TayGTS,Nearly New,,AWD,33452,0,No,2,160.52
TRAIN_1267,K사,Soul,Pre-Owned,46.169,AWD,57082,2,No,0,23.03
TRAIN_1268,B사,iX,Brand New,90.0,AWD,6193,8,No,0,79.32
TRAIN_1269,B사,iX,Brand New,,RWD,795,7,No,0,79.32
TRAIN_1270,H사,ION6,Pre-Owned,55.836,AWD,113419,2,No,0,36.37
TRAIN_1271,A사,Q4eT,Brand New,90.0,AWD,2965,7,No,0,59.83
TRAIN_1272,T사,M3,Pre-Owned,51.94,RWD,181324,0,No,0,51.25
TRAIN_1273,V사,ID4,Nearly New,62.784,AWD,47403,3,No,0,40.54
TRAIN_1274,B사,i5,Nearly New,74.834,RWD,11611,6,No,2,63.57
TRAIN_1275,A사,eT,Brand New,95.0,AWD,663,8,No,0,59.88
TRAIN_1276,B사,i3,Pre-Owned,46.0,AWD,103905,2,No,0,23.5
TRAIN_1277,P사,TayGTS,Brand New,93.4,AWD,7980,2,No,0,160.0
TRAIN_1278,P사,TayGTS,Brand New,93.4,AWD,1243,2,No,0,160.95
TRAIN_1279,H사,ION6,Brand New,,AWD,1791,10,No,0,38.99
TRAIN_1280,K사,EV6,Brand New,,FWD,8839,9,No,0,40.2
TRAIN_1281,A사,RSeTGT,Brand New,,AWD,8610,8,No,0,100.05
TRAIN_1282,A사,RSeTGT,Pre-Owned,,AWD,126240,1,No,0,97.67
TRAIN_1283,P사,Tay,Pre-Owned,54.849,AWD,57604,2,No,0,114.01
TRAIN_1284,H사,ION5,Brand New,,AWD,4955,10,No,0,35.05
TRAIN_1285,T사,MS,Brand New,96.0,AWD,9836,7,No,0,70.17
TRAIN_1286,V사,ID4,Brand New,,AWD,9918,8,No,0,39.63
TRAIN_1287,K사,Soul,Nearly New,58.982,FWD,31850,8,No,2,23.93
TRAIN_1288,K사,Soul,Brand New,,AWD,7997,9,No,0,19.98
TRAIN_1289,P사,TayGTS,Nearly New,,AWD,35704,0,No,2,159.62
TRAIN_1290,H사,ION6,Nearly New,68.479,AWD,31213,7,No,1,38.0
TRAIN_1291,T사,MS,Pre-Owned,,AWD,148954,2,No,0,80.9
TRAIN_1292,A사,Q4eT,Brand New,,AWD,6022,8,No,0,59.14
TRAIN_1293,K사,EV6,Brand New,,FWD,2994,9,No,0,40.89
TRAIN_1294,K사,Niro,Brand New,,FWD,1425,9,No,0,23.82
TRAIN_1295,K사,Niro,Nearly New,56.623,FWD,44566,7,Yes,1,28.26
TRAIN_1296,T사,MX,Brand New,99.8,AWD,953,8,No,0,71.22
TRAIN_1297,H사,ION5,Pre-Owned,55.836,AWD,55381,2,No,0,33.43
TRAIN_1298,K사,Niro,Pre-Owned,46.0,FWD,93446,1,No,0,27.76
TRAIN_1299,V사,ID4,Pre-Owned,60.272,AWD,149979,2,No,0,41.06
TRAIN_1300,B사,iX,Brand New,90.0,RWD,1435,7,No,0,80.95
TRAIN_1301,A사,Q4eT,Pre-Owned,61.619,AWD,156925,1,No,0,57.29
TRAIN_1302,H사,ION5,Brand New,,AWD,4261,10,No,0,35.93
TRAIN_1303,T사,MY,Brand New,,AWD,1358,7,No,0,63.23
TRAIN_1304,H사,IONIQ,Nearly New,86.68,FWD,76186,3,No,0,18.64
TRAIN_1305,A사,Q4eT,Brand New,90.0,AWD,1762,7,No,0,60.0
TRAIN_1306,T사,M3,Pre-Owned,51.94,RWD,127800,0,No,0,50.2
TRAIN_1307,K사,Soul,Nearly New,56.623,AWD,16154,7,No,1,22.64
TRAIN_1308,A사,Q4eT,Brand New,,AWD,8362,8,No,0,59.76
TRAIN_1309,H사,KNE,Nearly New,68.488,FWD,41749,7,No,1,28.07
TRAIN_1310,H사,ION6,Nearly New,68.479,AWD,12632,7,No,1,37.18
TRAIN_1311,K사,Niro,Nearly New,56.623,FWD,41037,7,No,1,27.45
TRAIN_1312,T사,MX,Pre-Owned,72.139,AWD,112016,0,No,0,87.99
TRAIN_1313,K사,Niro,Pre-Owned,50.096,AWD,187819,4,No,0,27.79
TRAIN_1314,H사,ION5,Pre-Owned,53.602,AWD,84512,1,No,0,34.27
TRAIN_1315,A사,RSeTGT,Nearly New,,AWD,21410,5,No,1,99.0
TRAIN_1316,K사,Soul,Pre-Owned,50.096,AWD,69237,4,No,0,23.99
TRAIN_1317,B사,i3,Nearly New,56.0,AWD,48052,5,No,1,24.0
TRAIN_1318,A사,Q4eT,Brand New,,AWD,4848,7,No,0,60.0
TRAIN_1319,K사,Soul,Pre-Owned,50.096,FWD,81465,4,No,0,23.83
TRAIN_1320,P사,TayCT,Nearly New,76.093,AWD,24413,2,Yes,0,131.19
TRAIN_1321,P사,TayGTS,Pre-Owned,67.378,AWD,185060,2,No,0,151.11
TRAIN_1322,P사,TayCT,Nearly New,76.093,AWD,19762,1,No,1,130.99
TRAIN_1323,P사,TayGTS,Nearly New,76.156,AWD,28215,2,No,0,159.55
TRAIN_1324,K사,Soul,Nearly New,56.0,FWD,17513,6,No,0,21.94
