AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈,cluster
4,계약자,고용,0,8.4138,0,기본,대학졸업,40745000,도시근교,기혼,60,0,2,비방문,할인,자사영업,496000,컴팩트카,소,1
4,계약자,고용,1,12.1878,0,중급,대학졸업,81905000,시골,기혼,160,1,4이상,비방문,할인,콜센터,313000,SUV,중,7
3,계약자,무직,1,9.1686,0,중급,대학졸업,0,도시근교,미혼,150,3,4이상,비방문,할인,대리점,794000,SUV,중,2
5,피보험자,고용,1,5.2725,0,중급,대학졸업,50670000,도시근교,미혼,130,0,1,자주방문,할인,자사영업,988000,SUV,대,6
3,계약자,무직,1,3.9294,0,기본,대학졸업,0,도시근교,미혼,110,0,1,비방문,없음,인터넷,898000,SUV,중,2
3,계약자,고용,1,3.8184,1,중급,박사,37033000,시골,미혼,100,0,1,비방문,설계사독려,자사영업,113000,일반세단,중,1
4,계약자,고용,1,2.8638,0,기본,대학졸업,81805000,시골,기혼,70,0,1,비방문,없음,자사영업,35000,일반세단,중,1
3,계약자,무직,1,49.6947,0,중급,고졸이하,0,도시근교,기혼,150,0,2,비방문,포인트,대리점,1040000,SUV,중,2
2,계약자,고용,0,8.214,0,중급,석사,85483000,도심,기혼,100,1,3,비방문,할인,자사영업,334000,일반세단,중,4
2,계약자,무직,0,4.8063,0,기본,대학졸업,0,도시근교,미혼,60,0,3,비방문,포인트,대리점,362000,컴팩트카,중,2
3,계약자,고용,1,10.0788,1,기본,석사,45331000,시골,미혼,130,0,4이상,비방문,할인,대리점,195000,스포츠카,중,4
3,계약자,무직,0,16.2504,1,중급,대학졸업,0,도시근교,미혼,160,0,2,비방문,할인,콜센터,824000,SUV,중,2
3,계약자,고용,0,6.2271,0,기본,대학졸업,53722000,시골,미혼,80,0,4이상,비방문,할인,자사영업,183000,컴팩트카,중,7
5,계약자,고용,0,12.8427,0,중급,대학졸업,77680000,도심,기혼,100,0,2,비방문,포인트,자사영업,499000,일반세단,대,6
3,계약자,고용,0,3.0747,1,기본,대학졸업,60170000,시골,미혼,80,0,1,비방문,설계사독려,대리점,23000,컴팩트카,중,1
5,계약자,고용,1,9.4461,0,기본,고졸이하,56184000,도시근교,기혼,120,1,4이상,비방문,포인트,인터넷,635000,SUV,중,7
4,피보험자,고용,1,8.4138,1,기본,대학졸업,77871000,도심,기혼,70,0,2,자주방문,설계사독려,인터넷,332000,일반세단,중,1
1,계약자,고용,1,3.6852,0,중급,대학졸업,84612000,시골,기혼,90,0,1,비방문,설계사독려,인터넷,163000,일반세단,중,3
5,계약자,고용,0,5.8053,0,중급,고졸이하,80462000,도시근교,기혼,150,1,1,비방문,설계사독려,인터넷,777000,SUV,중,1
3,계약자,고용,0,27.4281,0,중급,고졸이하,29097000,도시근교,미혼,80,1,2,비방문,설계사독려,대리점,462000,일반세단,중,7
3,계약자,무직,1,3.4632,1,기본,대학졸업,0,도시근교,기혼,110,4,1,종종,할인,대리점,1186000,SUV,대,6
2,계약자,고용,1,2.8305,1,기본,석사,95837000,도시근교,기혼,70,0,1,비방문,포인트,인터넷,484000,컴팩트카,소,4
2,계약자,고용,1,8.0475,0,기본,고졸이하,103493000,도시근교,기혼,210,1,1,비방문,설계사독려,대리점,1079000,고급차,소,0
1,계약자,고용,1,5.0394,0,기본,대학졸업,98896000,시골,미혼,130,0,1,비방문,할인,콜센터,0,스포츠카,중,3
1,계약자,고용,0,2.9859,0,기본,박사,98792000,시골,기혼,70,4,1,비방문,포인트,콜센터,64000,일반세단,중,3
4,계약자,고용,1,9.6903,0,기본,고졸이하,51984000,도시근교,기혼,70,0,2,비방문,할인,자사영업,433000,일반세단,중,1
3,계약자,무직,1,9.2463,0,중급,대학졸업,0,도시근교,기혼,80,0,2,비방문,설계사독려,인터넷,468000,일반세단,중,2
3,계약자,휴직,1,2.6196,0,기본,대학졸업,30119000,도시근교,기혼,60,0,1,비방문,할인,콜센터,368000,일반세단,중,2
4,계약자,고용,1,5.1504,0,기본,석사,31023000,도시근교,미혼,130,0,1,비방문,포인트,대리점,705000,스포츠카,중,4
3,계약자,무직,1,5.9496,0,기본,대학졸업,0,도시근교,기혼,80,0,4이상,비방문,할인,콜센터,433000,일반세단,대,6
4,피보험자,고용,0,5.9829,0,기본,대학졸업,50065000,도심,미혼,70,0,4이상,자주방문,할인,대리점,269000,일반세단,중,7
1,계약자,고용,1,4.0959,0,중급,대학졸업,115567000,도시근교,기혼,100,0,1,비방문,설계사독려,콜센터,545000,일반세단,대,6
3,계약자,고용,0,5.5944,0,기본,고졸이하,55365000,시골,미혼,70,0,4이상,비방문,할인,자사영업,32000,일반세단,중,7
4,계약자,고용,0,30.525,0,중급,고졸이하,45582000,도시근교,기혼,100,0,2,비방문,설계사독려,자사영업,587000,일반세단,소,7
4,계약자,고용,1,5.3724,0,기본,고졸이하,42212000,도시근교,기혼,60,0,4이상,비방문,설계사독려,대리점,368000,일반세단,소,7
1,피보험자,고용,0,2.9748,0,기본,박사,87063000,시골,기혼,70,0,1,자주방문,없음,자사영업,104000,일반세단,중,3
2,피보험자,고용,0,5.8053,0,중급,대학졸업,111863000,도시근교,기혼,150,3,1,자주방문,할인,대리점,777000,스포츠카,중,3
3,계약자,고용,1,2.8749,0,기본,고졸이하,26916000,도시근교,기혼,60,2,1,비방문,할인,대리점,397000,일반세단,대,6
1,피보험자,고용,1,11.6994,0,중급,고졸이하,111738000,시골,기혼,100,1,2,자주방문,할인,대리점,189000,일반세단,중,3
4,계약자,휴직,1,9.5238,0,중급,대학졸업,33274000,도시근교,기혼,280,2,1,비방문,설계사독려,인터넷,3573000,고급차,중,0
2,피보험자,고용,0,10.5006,0,기본,대학졸업,83703000,도시근교,기혼,130,0,4이상,자주방문,할인,자사영업,777000,SUV,소,3
2,계약자,고용,0,14.9184,0,기본,대학졸업,97030000,도심,기혼,120,0,2,비방문,포인트,인터넷,446000,SUV,중,3
3,피보험자,무직,0,4.3179,0,기본,대학졸업,0,도시근교,미혼,120,0,1,자주방문,할인,대리점,1465000,SUV,중,2
3,계약자,무직,0,7.5258,0,기본,고졸이하,0,도시근교,미혼,70,1,2,비방문,할인,콜센터,569000,일반세단,대,6
1,계약자,고용,1,26.1849,1,기본,대학졸업,91759000,시골,기혼,70,0,2,종종,포인트,대리점,107000,일반세단,중,3
3,피보험자,FALSE,1,2.8194,1,기본,대학졸업,22361000,도시근교,미혼,70,0,1,자주방문,설계사독려,인터넷,421000,일반세단,중,2
2,계약자,고용,1,6.2604,1,기본,고졸이하,87926000,도시근교,기혼,70,0,3,비방문,설계사독려,대리점,526000,일반세단,중,3
3,계약자,고용,1,2.7306,0,기본,고졸이하,25464000,도시근교,기혼,60,2,1,비방문,설계사독려,콜센터,385000,일반세단,중,1
1,계약자,고용,0,2.9637,0,기본,대학졸업,113009000,시골,기혼,60,0,1,비방문,포인트,대리점,197000,일반세단,중,3
1,피보험자,고용,0,15.2958,0,고급,석사,109924000,시골,기혼,130,0,2,자주방문,포인트,자사영업,30000,컴팩트카,대,4
4,계약자,고용,0,5.4612,0,기본,대학졸업,73867000,도시근교,기혼,70,5,3,비방문,포인트,자사영업,373000,일반세단,소,7
2,계약자,휴직,0,2.5197,0,기본,고졸이하,19970000,도심,미혼,60,0,1,종종,포인트,자사영업,271000,일반세단,중,2
5,계약자,고용,0,16.539,0,기본,대학졸업,57779000,도심,기혼,210,0,4이상,비방문,할인,자사영업,1088000,고급차,소,0
4,계약자,고용,1,10.8336,0,중급,박사,81273000,시골,기혼,140,0,4이상,비방문,할인,자사영업,33000,스포츠카,중,7
4,계약자,고용,0,10.4562,0,기본,대학졸업,40996000,도심,기혼,130,0,4이상,비방문,할인,대리점,576000,SUV,중,7
4,계약자,휴직,1,4.2624,0,중급,고졸이하,27700000,도시근교,미혼,110,0,1,비방문,할인,대리점,587000,컴팩트카,중,2
4,계약자,휴직,1,12.1545,0,중급,대학졸업,28538000,도시근교,기혼,110,0,2,비방문,설계사독려,대리점,750000,일반세단,대,6
4,피보험자,고용,0,9.0576,0,기본,대학졸업,48776000,도시근교,미혼,70,0,2,자주방문,없음,자사영업,409000,일반세단,중,1
4,계약자,고용,0,21.6228,0,중급,대학졸업,61057000,도심,미혼,90,0,2,비방문,할인,자사영업,359000,일반세단,중,7
5,계약자,고용,0,4.3512,1,중급,고졸이하,80125000,도시근교,기혼,110,0,1,비방문,포인트,대리점,689000,일반세단,소,1
4,피보험자,고용,0,8.8689,0,기본,대학졸업,62896000,도시근교,미혼,70,3,2,자주방문,포인트,인터넷,415000,일반세단,중,1
3,계약자,FALSE,1,13.5087,1,기본,대학졸업,17993000,도시근교,미혼,130,0,2,비방문,할인,자사영업,1023000,SUV,중,2
3,피보험자,무직,0,6.4935,0,중급,고졸이하,0,도시근교,미혼,90,0,4이상,자주방문,포인트,대리점,668000,일반세단,중,2
3,계약자,고용,0,5.6499,0,기본,대학졸업,37909000,시골,미혼,60,0,4이상,비방문,할인,자사영업,124000,일반세단,중,7
4,계약자,고용,0,3.219,0,기본,대학졸업,81431000,시골,기혼,80,1,1,비방문,할인,대리점,74000,일반세단,중,1
1,계약자,고용,1,34.5876,0,중급,고졸이하,99945000,도심,기혼,100,0,2,비방문,설계사독려,대리점,425000,일반세단,중,3
4,계약자,휴직,0,3.4299,0,중급,석사,23390000,도시근교,미혼,90,1,1,비방문,포인트,대리점,1076000,일반세단,소,4
4,계약자,고용,0,5.7498,0,기본,대학졸업,80445000,시골,기혼,70,1,4이상,종종,포인트,콜센터,66000,일반세단,중,7
2,계약자,고용,0,15.5622,1,고급,고졸이하,98386000,시골,기혼,130,0,2,종종,설계사독려,인터넷,317000,일반세단,중,5
3,계약자,고용,1,11.8104,0,중급,석사,60626000,시골,미혼,100,0,2,비방문,없음,자사영업,168000,컴팩트카,중,4
3,계약자,고용,0,5.4945,0,기본,고졸이하,25647000,시골,기혼,60,0,3,비방문,포인트,대리점,92000,일반세단,중,7
5,피보험자,고용,1,9.546,0,기본,대학졸업,41604000,도시근교,기혼,120,1,4이상,자주방문,할인,자사영업,768000,SUV,중,7
4,계약자,고용,1,25.4745,0,기본,대학졸업,74981000,도시근교,기혼,60,0,2,비방문,포인트,콜센터,379000,일반세단,소,7
1,계약자,고용,1,4.2069,0,중급,고졸이하,116820000,도심,기혼,100,0,1,비방문,설계사독려,콜센터,445000,컴팩트카,중,3
3,계약자,고용,0,3.0636,0,기본,대학졸업,59662000,시골,미혼,70,0,1,비방문,설계사독려,콜센터,81000,일반세단,중,1
1,계약자,고용,1,5.4168,0,기본,대학졸업,117747000,도시근교,기혼,60,1,4이상,비방문,설계사독려,대리점,503000,일반세단,소,3
4,피보험자,고용,0,10.0455,0,기본,대학졸업,31614000,도시근교,기혼,130,0,3,자주방문,포인트,인터넷,676000,SUV,중,7
6,계약자,고용,0,11.2332,0,고급,대학졸업,76342000,도시근교,미혼,300,0,1,비방문,설계사독려,대리점,1518000,고급차,대,0
4,계약자,휴직,1,9.1797,0,기본,대학졸업,24304000,도시근교,기혼,130,1,4이상,종종,포인트,콜센터,676000,SUV,소,2
3,계약자,무직,1,8.9577,0,기본,고졸이하,0,도시근교,미혼,120,0,4이상,비방문,할인,인터넷,996000,SUV,소,2
1,계약자,고용,0,8.5803,0,기본,고졸이하,105293000,시골,기혼,60,0,2,비방문,포인트,콜센터,30000,일반세단,중,3
2,피보험자,무직,0,9.2241,0,기본,대학졸업,0,도심,기혼,80,0,2,자주방문,설계사독려,대리점,384000,일반세단,중,2
3,계약자,고용,0,2.8527,1,기본,석사,42047000,시골,미혼,60,0,1,비방문,설계사독려,인터넷,53000,일반세단,중,4
1,계약자,고용,1,6.3603,0,기본,대학졸업,120091000,도시근교,기혼,70,0,3,종종,없음,인터넷,568000,일반세단,중,3
1,계약자,고용,0,6.0384,0,기본,대학졸업,102988000,도심,기혼,70,0,4이상,비방문,없음,자사영업,308000,컴팩트카,중,3
1,계약자,고용,1,3.0414,0,기본,대학졸업,113739000,도시근교,미혼,70,0,1,비방문,할인,자사영업,409000,일반세단,중,3
3,계약자,고용,0,6.2604,0,기본,고졸이하,29461000,도심,기혼,70,0,4이상,비방문,포인트,콜센터,371000,일반세단,중,7
4,계약자,고용,1,18.7257,0,중급,대학졸업,73379000,도심,기혼,90,0,2,비방문,설계사독려,대리점,324000,일반세단,중,7
2,계약자,무직,1,3.0414,0,기본,석사,0,도심,기혼,80,0,1,비방문,할인,자사영업,325000,컴팩트카,중,4
2,피보험자,무직,1,5.1504,0,기본,대학졸업,0,도시근교,미혼,70,0,4이상,자주방문,포인트,자사영업,379000,일반세단,소,2
2,계약자,휴직,0,5.2725,0,기본,고졸이하,18229000,도시근교,기혼,60,0,3,비방문,없음,인터넷,373000,일반세단,중,2
4,피보험자,고용,1,18.7257,0,기본,대학졸업,66562000,도심,기혼,70,0,2,자주방문,포인트,자사영업,316000,컴팩트카,중,7
3,계약자,휴직,0,2.6529,0,기본,대학졸업,33157000,도시근교,기혼,60,0,1,비방문,할인,자사영업,368000,일반세단,대,6
1,계약자,고용,1,2.775,0,기본,고졸이하,106067000,도시근교,기혼,60,0,1,비방문,할인,자사영업,368000,컴팩트카,중,3
2,계약자,고용,0,5.0949,0,기본,고졸이하,100098000,도시근교,기혼,120,0,1,비방문,설계사독려,콜센터,670000,SUV,중,3
3,계약자,무직,0,14.5299,0,기본,대학졸업,0,도시근교,미혼,220,0,4이상,종종,할인,콜센터,1672000,고급차,중,0
3,계약자,무직,1,10.1121,0,중급,대학졸업,0,도시근교,미혼,100,0,2,비방문,할인,대리점,534000,일반세단,중,2
4,계약자,고용,0,4.6287,0,고급,고졸이하,67171000,도시근교,기혼,110,0,1,비방문,할인,자사영업,617000,일반세단,중,5
3,계약자,고용,1,2.9526,0,기본,대학졸업,25593000,시골,미혼,80,0,1,비방문,설계사독려,대리점,56000,일반세단,중,1
1,계약자,고용,0,13.3089,0,중급,석사,105221000,도시근교,기혼,100,1,2,비방문,할인,인터넷,581000,컴팩트카,중,4
3,계약자,무직,0,3.219,0,중급,고졸이하,0,도시근교,미혼,100,4,1,비방문,설계사독려,대리점,854000,일반세단,중,2
3,계약자,무직,0,3.2079,0,중급,대학졸업,0,도시근교,미혼,90,0,1,비방문,포인트,대리점,504000,일반세단,중,2
1,계약자,고용,0,3.885,0,중급,박사,107430000,시골,기혼,90,0,1,비방문,없음,자사영업,102000,일반세단,중,3
4,피보험자,고용,0,2.9082,0,기본,대학졸업,44274000,도시근교,기혼,70,3,1,자주방문,없음,대리점,442000,일반세단,중,1
3,계약자,무직,0,11.3442,0,중급,대학졸업,0,도시근교,기혼,150,0,4이상,비방문,할인,대리점,794000,SUV,소,2
4,계약자,고용,1,2.8638,0,기본,고졸이하,41995000,도시근교,기혼,60,0,1,비방문,설계사독려,콜센터,519000,컴팩트카,소,1
1,계약자,고용,0,6.9264,0,중급,대학졸업,90945000,시골,기혼,80,0,4이상,비방문,설계사독려,대리점,169000,일반세단,중,3
2,계약자,무직,0,5.7942,0,기본,박사,0,도시근교,기혼,70,0,4이상,비방문,없음,대리점,409000,일반세단,소,2
3,피보험자,고용,1,10.0788,1,기본,석사,45331000,시골,미혼,130,0,4이상,자주방문,할인,대리점,195000,스포츠카,중,4
2,계약자,휴직,1,5.0283,0,기본,대학졸업,12340000,도심,미혼,70,0,3,비방문,할인,대리점,211000,컴팩트카,중,2
4,계약자,고용,1,5.5167,0,기본,대학졸업,59741000,도심,기혼,70,3,4이상,비방문,포인트,자사영업,329000,일반세단,중,7
1,피보험자,고용,1,17.1717,0,중급,고졸이하,93152000,시골,기혼,140,0,2,자주방문,포인트,자사영업,122000,SUV,중,3
2,계약자,고용,1,6.4824,1,기본,고졸이하,97436000,도심,기혼,80,0,4이상,비방문,설계사독려,대리점,347000,일반세단,대,6
2,피보험자,고용,0,11.8326,1,중급,대학졸업,87171000,도시근교,기혼,90,0,2,자주방문,설계사독려,콜센터,780000,컴팩트카,중,3
3,계약자,무직,0,2.5419,0,기본,고졸이하,0,도시근교,미혼,70,0,1,비방문,설계사독려,자사영업,578000,일반세단,소,2
4,피보험자,고용,1,6.0384,0,기본,고졸이하,73960000,시골,기혼,70,0,3,자주방문,없음,콜센터,36000,컴팩트카,대,6
3,계약자,고용,0,8.8356,0,기본,석사,53858000,시골,미혼,70,1,2,비방문,할인,인터넷,169000,컴팩트카,중,4
2,계약자,FALSE,1,4.9506,1,기본,대학졸업,21176000,도시근교,미혼,70,1,3,비방문,할인,대리점,385000,일반세단,중,2
3,계약자,무직,0,2.8416,0,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,설계사독려,대리점,640000,일반세단,대,6
1,피보험자,고용,1,3.6741,0,중급,대학졸업,95892000,시골,미혼,90,0,1,자주방문,없음,자사영업,39000,컴팩트카,중,3
3,계약자,고용,0,5.5944,0,기본,대학졸업,43542000,시골,기혼,70,0,4이상,비방문,포인트,인터넷,140000,일반세단,소,7
4,계약자,고용,0,14.8185,0,고급,대학졸업,34752000,도시근교,미혼,200,0,3,비방문,포인트,대리점,1026000,SUV,중,5
3,계약자,무직,1,5.4723,0,기본,대학졸업,0,도시근교,기혼,70,0,4이상,비방문,할인,대리점,593000,일반세단,중,2
5,피보험자,고용,1,8.6358,0,기본,대학졸업,76390000,도시근교,기혼,70,0,2,자주방문,없음,대리점,483000,컴팩트카,중,1
1,피보험자,고용,0,2.8305,0,기본,대학졸업,88848000,시골,기혼,60,1,1,자주방문,없음,콜센터,89000,일반세단,중,3
2,피보험자,무직,0,5.4168,0,기본,고졸이하,0,도시근교,기혼,70,0,3,자주방문,설계사독려,자사영업,391000,컴팩트카,중,2
4,계약자,휴직,0,10.0233,0,기본,대학졸업,22647000,도시근교,기혼,120,0,3,비방문,할인,대리점,682000,SUV,소,2
3,계약자,고용,0,9.0021,0,기본,고졸이하,46738000,시골,미혼,110,0,4이상,비방문,설계사독려,대리점,52000,SUV,소,7
3,계약자,무직,1,6.2382,1,고급,고졸이하,0,도시근교,기혼,170,0,1,종종,설계사독려,인터넷,1268000,SUV,중,5
1,피보험자,고용,1,17.4603,0,고급,대학졸업,101933000,시골,기혼,230,0,4이상,자주방문,설계사독려,자사영업,395000,SUV,소,5
4,피보험자,휴직,0,7.3482,0,중급,고졸이하,24116000,도심,기혼,90,0,3,자주방문,할인,인터넷,508000,일반세단,중,2
3,피보험자,무직,1,5.1837,0,중급,박사,0,도시근교,기혼,140,0,1,자주방문,할인,자사영업,741000,SUV,중,2
3,계약자,무직,0,11.2887,0,중급,고졸이하,0,도시근교,기혼,150,0,4이상,비방문,할인,대리점,800000,스포츠카,중,2
1,계약자,고용,1,9.2352,0,기본,대학졸업,116859000,시골,미혼,70,0,2,비방문,설계사독려,인터넷,5000,일반세단,중,3
4,계약자,고용,0,2.6862,0,기본,대학졸업,62258000,도시근교,기혼,60,1,1,비방문,할인,대리점,434000,일반세단,소,1
2,계약자,고용,1,8.9244,1,기본,대학졸업,85791000,도심,기혼,70,0,2,비방문,설계사독려,대리점,351000,일반세단,중,3
3,계약자,무직,1,5.9163,1,기본,고졸이하,0,도시근교,기혼,80,0,4이상,비방문,설계사독려,콜센터,613000,컴팩트카,중,2
3,계약자,무직,1,7.7145,0,기본,대학졸업,0,도시근교,미혼,110,0,4이상,비방문,설계사독려,콜센터,1143000,SUV,중,2
3,계약자,휴직,0,6.4935,0,중급,대학졸업,28235000,시골,기혼,80,0,4이상,종종,포인트,인터넷,16000,일반세단,중,2
3,계약자,고용,0,2.8638,0,기본,고졸이하,27113000,도시근교,기혼,70,0,1,비방문,할인,자사영업,385000,컴팩트카,중,1
4,피보험자,고용,0,5.2392,0,기본,대학졸업,28824000,도심,기혼,130,0,1,자주방문,설계사독려,콜센터,572000,SUV,소,1
3,계약자,휴직,0,3.0969,0,기본,석사,27608000,도심,기혼,70,0,1,비방문,없음,콜센터,223000,일반세단,대,4
3,계약자,무직,0,23.8983,0,고급,고졸이하,0,도시근교,미혼,110,0,2,비방문,할인,자사영업,599000,일반세단,중,5
5,계약자,고용,1,14.0082,0,기본,대학졸업,74318000,도시근교,미혼,120,0,2,비방문,할인,콜센터,628000,스포츠카,소,7
3,계약자,고용,1,22.3887,0,기본,박사,29807000,도시근교,기혼,80,0,2,비방문,포인트,콜센터,433000,컴팩트카,소,7
3,계약자,고용,0,18.2706,0,기본,대학졸업,33359000,도심,기혼,110,0,2,비방문,할인,인터넷,374000,SUV,소,7
2,계약자,고용,0,6.216,1,기본,고졸이하,89471000,도시근교,미혼,70,0,3,비방문,설계사독려,콜센터,421000,일반세단,중,3
4,계약자,고용,0,4.6287,1,기본,석사,35404000,도시근교,미혼,120,1,1,비방문,설계사독려,자사영업,634000,SUV,대,4
3,피보험자,고용,0,2.9637,0,기본,대학졸업,62808000,시골,미혼,70,0,1,자주방문,할인,콜센터,175000,컴팩트카,중,1
3,계약자,무직,1,7.881,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,할인,대리점,432000,컴팩트카,중,2
4,피보험자,고용,1,4.4067,0,기본,박사,28359000,도시근교,미혼,110,0,1,자주방문,설계사독려,대리점,611000,SUV,중,1
4,계약자,고용,1,6.1383,1,기본,대학졸업,43367000,도시근교,미혼,80,0,4이상,비방문,할인,대리점,427000,일반세단,중,7
1,계약자,고용,0,9.2574,0,고급,고졸이하,84761000,시골,미혼,120,0,3,비방문,포인트,자사영업,67000,일반세단,중,5
4,계약자,고용,1,42.6795,0,중급,대학졸업,32924000,도시근교,기혼,140,1,2,비방문,없음,콜센터,741000,SUV,중,7
1,계약자,고용,1,6.0495,0,기본,대학졸업,102500000,도시근교,기혼,70,0,4이상,비방문,포인트,인터넷,423000,일반세단,중,3
4,계약자,고용,1,11.9991,0,중급,고졸이하,37328000,도시근교,기혼,100,0,2,비방문,설계사독려,대리점,545000,일반세단,소,7
3,계약자,무직,1,6.8709,0,중급,대학졸업,0,도시근교,미혼,100,0,3,비방문,할인,자사영업,1269000,컴팩트카,소,2
4,계약자,고용,1,3.5631,0,중급,고졸이하,62929000,도심,기혼,80,0,1,비방문,설계사독려,콜센터,341000,일반세단,중,1
5,계약자,고용,1,6.0828,0,기본,대학졸업,70481000,도시근교,미혼,70,0,3,비방문,없음,콜센터,584000,일반세단,중,7
2,계약자,고용,0,25.5189,0,고급,대학졸업,101941000,도시근교,미혼,220,0,2,종종,할인,자사영업,1651000,스포츠카,중,5
5,피보험자,고용,1,14.5521,0,기본,대학졸업,58989000,도시근교,미혼,120,1,2,자주방문,포인트,자사영업,676000,SUV,소,7
1,피보험자,고용,0,8.2806,1,중급,대학졸업,84435000,시골,기혼,100,0,4이상,자주방문,설계사독려,콜센터,9000,컴팩트카,소,3
5,계약자,고용,0,12.7206,0,고급,박사,54502000,시골,기혼,340,0,1,비방문,없음,대리점,667000,고급차,중,0
3,계약자,무직,1,8.0364,0,기본,고졸이하,0,도시근교,기혼,60,0,2,비방문,포인트,콜센터,473000,일반세단,대,6
4,계약자,휴직,0,6.9153,0,중급,대학졸업,34049000,도시근교,미혼,90,0,4이상,종종,할인,대리점,664000,일반세단,중,2
4,계약자,고용,0,31.5129,0,중급,대학졸업,46592000,도심,기혼,90,0,2,비방문,할인,자사영업,398000,일반세단,중,7
3,계약자,고용,0,4.1625,1,중급,대학졸업,49845000,시골,기혼,100,1,1,비방문,설계사독려,콜센터,24000,컴팩트카,대,6
4,계약자,FALSE,1,23.9427,0,기본,대학졸업,28731000,도시근교,미혼,130,0,2,비방문,할인,대리점,705000,SUV,중,2
3,계약자,고용,1,5.5611,0,기본,대학졸업,58076000,시골,기혼,60,0,4이상,비방문,설계사독려,자사영업,134000,컴팩트카,소,7
1,피보험자,고용,1,3.7407,0,중급,고졸이하,104174000,도시근교,미혼,90,0,1,자주방문,설계사독려,대리점,504000,컴팩트카,소,3
4,계약자,고용,1,4.2846,0,중급,대학졸업,29086000,도시근교,기혼,110,1,1,비방문,설계사독려,자사영업,874000,일반세단,중,1
4,피보험자,휴직,1,4.6065,0,고급,대학졸업,31176000,도시근교,기혼,120,0,1,자주방문,할인,자사영업,1318000,컴팩트카,소,5
3,계약자,무직,1,5.7276,0,기본,고졸이하,0,도시근교,미혼,80,0,4이상,비방문,할인,자사영업,998000,일반세단,소,2
5,계약자,고용,1,4.0737,0,중급,대학졸업,74956000,도시근교,기혼,100,0,1,비방문,포인트,인터넷,764000,컴팩트카,중,1
3,피보험자,무직,0,8.7024,0,기본,고졸이하,0,도시근교,기혼,70,0,2,자주방문,없음,인터넷,499000,일반세단,소,2
3,계약자,무직,1,16.1727,0,고급,대학졸업,0,도시근교,미혼,170,0,2,비방문,할인,대리점,877000,SUV,중,5
2,피보험자,고용,1,11.2887,0,기본,대학졸업,84359000,도시근교,미혼,70,0,2,자주방문,설계사독려,대리점,385000,일반세단,중,3
3,계약자,무직,0,4.5954,0,고급,대학졸업,0,도시근교,기혼,120,0,1,종종,포인트,대리점,874000,일반세단,대,5
2,피보험자,고용,0,6.1161,0,기본,대학졸업,94967000,도시근교,미혼,70,0,4이상,자주방문,할인,대리점,415000,일반세단,중,3
3,계약자,휴직,0,2.6973,0,기본,고졸이하,32129000,도시근교,기혼,70,0,1,비방문,할인,대리점,454000,일반세단,중,2
3,계약자,고용,0,6.0051,0,기본,고졸이하,32317000,시골,기혼,70,0,4이상,비방문,없음,대리점,84000,일반세단,중,7
4,계약자,고용,0,8.2362,0,중급,고졸이하,56968000,도심,기혼,100,1,4이상,비방문,할인,대리점,355000,일반세단,중,7
2,계약자,FALSE,1,4.9506,1,기본,대학졸업,21176000,도시근교,미혼,70,1,3,비방문,할인,대리점,385000,일반세단,중,2
4,피보험자,휴직,0,16.0728,0,중급,대학졸업,33133000,도시근교,기혼,140,0,2,자주방문,포인트,자사영업,735000,SUV,중,2
3,계약자,무직,0,5.4834,0,기본,대학졸업,0,도시근교,미혼,80,2,4이상,비방문,설계사독려,대리점,484000,컴팩트카,중,2
4,계약자,고용,0,5.0283,0,기본,대학졸업,39418000,도시근교,기혼,120,0,1,비방문,설계사독려,콜센터,676000,SUV,중,1
3,피보험자,휴직,1,7.437,0,중급,대학졸업,22111000,도시근교,기혼,100,0,4이상,자주방문,설계사독려,대리점,791000,컴팩트카,소,2
1,계약자,고용,0,15.6843,0,기본,대학졸업,109167000,시골,미혼,130,0,2,비방문,할인,대리점,287000,SUV,중,3
4,계약자,고용,0,27.4392,0,기본,고졸이하,53698000,도시근교,기혼,70,0,2,비방문,설계사독려,대리점,409000,일반세단,중,7
3,계약자,무직,0,3.1524,0,중급,대학졸업,0,도심,미혼,90,0,1,비방문,할인,인터넷,416000,일반세단,중,2
4,피보험자,고용,0,4.2735,0,중급,고졸이하,51179000,도시근교,미혼,100,0,1,자주방문,할인,대리점,581000,일반세단,중,1
3,계약자,무직,1,21.645,0,기본,대학졸업,0,도시근교,미혼,80,0,2,비방문,포인트,대리점,427000,일반세단,중,2
5,계약자,고용,0,29.859,0,기본,대학졸업,75718000,도심,기혼,120,0,2,비방문,포인트,콜센터,599000,스포츠카,소,7
2,계약자,고용,0,4.8396,0,고급,고졸이하,95635000,도시근교,기혼,120,2,1,비방문,할인,대리점,646000,일반세단,중,5
1,계약자,고용,0,2.8083,0,기본,고졸이하,107106000,도시근교,미혼,60,0,1,비방문,설계사독려,자사영업,406000,일반세단,중,3
3,계약자,무직,1,2.775,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,설계사독려,자사영업,614000,일반세단,중,2
1,피보험자,고용,0,9.6015,0,기본,대학졸업,113427000,시골,기혼,120,0,4이상,자주방문,설계사독려,콜센터,105000,SUV,중,3
