CID,AGE,등록(계/피),고용상태,성별,Willingness to pay/Stay,갱신,상품타입,교육수준,소득,지역,결혼여부,월 납입액,VOC,타 상품 보유 현황,온라인방문빈도,갱신인센티브,판매채널,총지불금액,자동차,거주지사이즈
837,2,계약자,고용,1,4.662111,0,기본,고졸이하,95877100,도시근교,기혼,120,1,1,비방문,설계사독려,콜센터,646000,스포츠카,중
838,1,계약자,고용,1,10.142514,0,기본,대학졸업,116112700,시골,기혼,130,1,3,비방문,할인,콜센터,200000,SUV,중
839,4,계약자,고용,1,2.788653,0,기본,고졸이하,76090300,도시근교,미혼,60,0,1,비방문,할인,자사영업,391000,일반세단,중
840,3,계약자,무직,1,2.745585,0,기본,대학졸업,0,도시근교,기혼,80,2,1,비방문,할인,자사영업,427000,컴팩트카,대
841,4,계약자,고용,1,3.800751,1,중급,박사,41345700,도시근교,기혼,100,4,1,비방문,할인,자사영업,545000,컴팩트카,중
842,3,계약자,무직,0,5.749578,0,기본,대학졸업,0,도시근교,기혼,80,0,4이상,비방문,설계사독려,인터넷,427000,일반세단,중
843,4,계약자,고용,1,2.637915,0,기본,고졸이하,62289700,도시근교,미혼,70,0,1,비방문,설계사독려,자사영업,368000,컴팩트카,중
844,3,계약자,무직,1,6.104889,0,중급,고졸이하,0,도시근교,기혼,80,0,4이상,비방문,할인,인터넷,660000,일반세단,중
845,4,피보험자,고용,0,5.674209,0,기본,고졸이하,79655400,도시근교,기혼,70,0,3,자주방문,설계사독려,인터넷,406000,일반세단,중
846,3,계약자,무직,0,9.334989,0,중급,대학졸업,0,도시근교,미혼,140,0,3,비방문,할인,자사영업,741000,SUV,중
847,3,계약자,휴직,1,8.269056,0,기본,고졸이하,16757400,도시근교,기혼,110,0,4이상,비방문,할인,콜센터,618000,SUV,중
848,3,피보험자,고용,1,3.2301,0,중급,고졸이하,37757500,도시근교,기혼,80,0,1,자주방문,설계사독려,자사영업,451000,컴팩트카,소
849,4,계약자,고용,0,4.123761,0,중급,대학졸업,54646900,시골,미혼,110,0,1,비방문,포인트,대리점,297000,일반세단,중
850,5,계약자,고용,1,35.584935,0,중급,대학졸업,58487000,도시근교,기혼,130,3,2,비방문,할인,인터넷,723000,SUV,소
851,3,계약자,무직,1,5.577306,0,기본,석사,0,도시근교,기혼,70,0,4이상,비방문,할인,대리점,421000,일반세단,소
852,2,계약자,고용,0,8.559765,0,중급,고졸이하,93337200,시골,미혼,110,0,3,비방문,없음,대리점,298000,일반세단,대
853,5,계약자,고용,0,10.702398,0,중급,고졸이하,46041600,도시근교,기혼,140,0,3,비방문,할인,자사영업,735000,SUV,중
854,3,계약자,고용,0,8.462862,0,중급,대학졸업,40150000,도심,기혼,110,0,4이상,비방문,설계사독려,콜센터,376000,일반세단,중
855,4,계약자,고용,1,8.710503,1,기본,대학졸업,67183600,도심,기혼,110,0,3,비방문,할인,대리점,456000,SUV,중
856,1,계약자,고용,0,5.964918,0,기본,석사,106711000,시골,기혼,70,0,4이상,비방문,설계사독려,콜센터,122000,일반세단,중
857,2,계약자,고용,0,10.368621,0,중급,대학졸업,94208400,도심,기혼,90,0,2,비방문,할인,자사영업,433000,일반세단,중
858,4,계약자,고용,1,6.277161,0,기본,고졸이하,60534100,도시근교,기혼,80,0,4이상,비방문,설계사독려,대리점,555000,일반세단,소
859,1,피보험자,고용,1,5.178927,0,기본,고졸이하,132020900,도심,기혼,130,0,1,자주방문,설계사독려,콜센터,380000,스포츠카,중
860,1,계약자,고용,0,2.777886,1,기본,대학졸업,101428800,도심,기혼,60,0,1,비방문,설계사독려,대리점,249000,일반세단,중
861,2,피보험자,고용,1,4.823616,0,기본,석사,96521700,도시근교,미혼,120,0,1,자주방문,할인,대리점,664000,SUV,대
862,3,계약자,휴직,1,2.58408,0,기본,석사,25263700,도심,기혼,70,0,1,비방문,설계사독려,인터넷,320000,일반세단,중
863,6,피보험자,고용,1,8.441328,1,중급,대학졸업,77215600,도시근교,미혼,240,2,1,자주방문,설계사독려,대리점,1245000,고급차,소
864,3,계약자,무직,1,2.562546,0,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,할인,자사영업,907000,일반세단,소
865,5,계약자,고용,0,4.220664,1,중급,고졸이하,88137500,도시근교,기혼,110,0,1,비방문,포인트,대리점,689000,일반세단,소
866,2,계약자,고용,0,8.904309,0,기본,대학졸업,91224100,도시근교,미혼,70,0,2,비방문,할인,콜센터,415000,일반세단,중
867,2,계약자,무직,1,10.271718,0,중급,대학졸업,0,시골,기혼,90,0,2,비방문,없음,콜센터,73000,컴팩트카,중
868,3,계약자,무직,1,5.738811,0,기본,대학졸업,0,도시근교,기혼,70,0,3,비방문,할인,자사영업,421000,일반세단,중
869,3,피보험자,무직,0,4.877451,0,중급,대학졸업,0,도시근교,미혼,140,0,1,자주방문,없음,콜센터,1120000,SUV,중
870,3,계약자,무직,1,4.123761,0,기본,고졸이하,0,도시근교,미혼,130,0,1,비방문,할인,대리점,996000,SUV,중
871,3,계약자,고용,1,2.939391,0,기본,석사,41486500,시골,미혼,70,0,1,비방문,포인트,대리점,84000,일반세단,중
872,4,계약자,고용,0,8.872008,0,기본,대학졸업,90231900,시골,기혼,110,0,4이상,비방문,설계사독려,대리점,104000,스포츠카,중
873,2,피보험자,고용,1,5.125092,0,기본,고졸이하,122040600,도시근교,기혼,130,2,1,자주방문,할인,대리점,745000,스포츠카,대
874,3,계약자,무직,0,9.496494,0,중급,대학졸업,0,도시근교,미혼,150,4,3,비방문,할인,콜센터,1528000,SUV,중
875,4,계약자,FALSE,0,26.142276,0,중급,석사,27736500,도심,미혼,110,1,2,비방문,할인,자사영업,558000,일반세단,중
876,5,피보험자,고용,1,6.02952,0,기본,대학졸업,89892000,도시근교,미혼,70,0,3,자주방문,할인,대리점,514000,컴팩트카,중
877,5,계약자,고용,0,2.885556,0,기본,고졸이하,83900300,도시근교,기혼,70,0,1,비방문,설계사독려,대리점,479000,컴팩트카,대
878,3,계약자,휴직,0,3.262401,0,중급,대학졸업,36177900,도심,기혼,80,0,1,비방문,할인,콜센터,410000,일반세단,중
879,3,계약자,고용,0,5.232762,0,기본,고졸이하,48695900,시골,기혼,60,0,3,비방문,설계사독려,대리점,188000,일반세단,중
880,2,계약자,무직,0,2.293371,0,기본,대학졸업,0,도시근교,미혼,70,2,1,비방문,할인,대리점,385000,일반세단,중
881,4,계약자,고용,0,13.631022,0,고급,고졸이하,34565300,도시근교,기혼,180,0,4이상,비방문,없음,인터넷,931000,SUV,중
882,4,피보험자,고용,0,9.216552,0,고급,고졸이하,69318700,도심,미혼,120,0,3,자주방문,설계사독려,대리점,458000,일반세단,중
883,4,계약자,고용,1,13.867896,0,고급,대학졸업,32479700,도시근교,기혼,120,0,2,비방문,할인,대리점,646000,일반세단,중
884,3,계약자,무직,1,3.283935,0,중급,고졸이하,0,도시근교,미혼,100,0,1,종종,설계사독려,자사영업,534000,일반세단,중
885,4,계약자,고용,1,3.488508,1,중급,석사,79634500,도심,기혼,90,3,1,비방문,포인트,대리점,403000,일반세단,중
886,2,계약자,무직,1,5.652675,0,기본,대학졸업,0,도심,기혼,70,0,4이상,비방문,없음,인터넷,268000,일반세단,중
887,5,계약자,고용,0,11.854467,1,고급,대학졸업,68264900,도시근교,미혼,330,0,1,비방문,설계사독려,대리점,1678000,고급차,중
888,3,계약자,휴직,0,15.364509,0,중급,고졸이하,22679800,도시근교,기혼,140,0,2,비방문,할인,대리점,952000,SUV,소
889,3,계약자,무직,1,5.738811,1,기본,고졸이하,0,도시근교,기혼,70,0,4이상,비방문,설계사독려,콜센터,613000,컴팩트카,중
890,3,계약자,휴직,1,3.262401,0,중급,고졸이하,22878900,도시근교,기혼,90,0,1,비방문,설계사독려,자사영업,1080000,일반세단,소
891,3,계약자,무직,0,8.968911,0,기본,대학졸업,0,도시근교,미혼,130,0,3,비방문,할인,대리점,1049000,SUV,중
892,2,계약자,고용,1,2.820954,1,기본,대학졸업,95573500,도시근교,미혼,70,0,1,비방문,할인,대리점,391000,컴팩트카,중
893,3,계약자,고용,0,2.767119,1,기본,석사,46251700,시골,미혼,60,0,1,비방문,설계사독려,인터넷,53000,일반세단,중
894,3,계약자,무직,1,4.3068,0,고급,대학졸업,0,도시근교,기혼,120,0,1,비방문,설계사독려,대리점,634000,일반세단,중
895,3,계약자,무직,0,6.514035,0,중급,대학졸업,0,도시근교,미혼,100,1,4이상,비방문,설계사독려,자사영업,774000,일반세단,중
896,3,계약자,무직,1,3.057828,0,중급,대학졸업,0,도시근교,기혼,80,0,1,비방문,포인트,자사영업,480000,컴팩트카,대
897,3,계약자,무직,1,2.142633,0,기본,대학졸업,0,도시근교,미혼,60,0,1,비방문,설계사독려,인터넷,486000,일반세단,중
898,3,계약자,고용,1,12.855798,0,기본,대학졸업,44625900,시골,기혼,110,0,2,비방문,할인,자사영업,153000,SUV,중
899,2,계약자,무직,1,6.966249,0,중급,석사,0,시골,미혼,100,0,4이상,비방문,포인트,콜센터,179000,일반세단,중
900,2,피보험자,고용,0,7.267725,0,중급,고졸이하,92964300,도심,기혼,80,0,4이상,자주방문,없음,자사영업,362000,일반세단,중
901,3,계약자,무직,1,3.833052,0,중급,대학졸업,0,도시근교,미혼,110,0,1,종종,할인,대리점,880000,일반세단,중
902,2,피보험자,무직,1,22.363059,0,기본,대학졸업,0,도심,기혼,60,0,2,자주방문,할인,콜센터,300000,컴팩트카,중
903,6,피보험자,고용,0,4.242198,1,중급,대학졸업,79339700,도시근교,기혼,100,0,1,자주방문,설계사독려,대리점,1090000,일반세단,소
904,4,계약자,고용,0,9.604164,0,중급,대학졸업,42288400,도시근교,미혼,80,3,2,비방문,설계사독려,대리점,677000,일반세단,소
905,4,계약자,휴직,1,8.699736,0,기본,대학졸업,26660700,도시근교,기혼,120,1,3,비방문,할인,인터넷,664000,SUV,소
906,2,계약자,무직,0,4.84515,0,기본,대학졸업,0,도시근교,미혼,70,0,4이상,비방문,할인,대리점,379000,컴팩트카,대
907,3,피보험자,휴직,1,5.254296,0,기본,고졸이하,26672800,도시근교,미혼,70,2,4이상,자주방문,할인,자사영업,409000,일반세단,중
908,1,피보험자,고용,1,8.925843,0,고급,고졸이하,103356000,시골,기혼,110,0,4이상,자주방문,포인트,대리점,122000,일반세단,중
909,3,계약자,무직,1,9.141183,0,중급,고졸이하,0,도시근교,미혼,280,0,1,비방문,할인,자사영업,2170000,고급차,소
910,3,계약자,무직,1,5.103558,0,기본,대학졸업,0,도시근교,미혼,70,1,4이상,비방문,포인트,인터넷,640000,일반세단,중
911,1,계약자,고용,1,9.216552,1,기본,고졸이하,126498900,시골,기혼,120,0,4이상,비방문,설계사독려,대리점,220000,스포츠카,중
912,3,계약자,무직,1,2.573313,1,기본,대학졸업,0,도시근교,미혼,80,0,1,비방문,할인,자사영업,525000,일반세단,중
913,3,계약자,무직,1,2.648682,0,기본,고졸이하,0,도시근교,미혼,70,0,1,비방문,할인,콜센터,622000,일반세단,중
914,4,계약자,고용,0,21.10332,0,기본,고졸이하,85339100,시골,미혼,60,0,2,비방문,포인트,대리점,133000,일반세단,중
915,4,계약자,고용,1,23.568963,0,기본,대학졸업,76865800,도시근교,기혼,60,0,2,종종,할인,자사영업,362000,일반세단,소
916,3,계약자,무직,1,9.399591,0,중급,대학졸업,0,도심,기혼,130,0,4이상,비방문,할인,자사영업,585000,SUV,소
917,2,피보험자,고용,1,2.573313,0,기본,고졸이하,93735400,도시근교,미혼,60,3,1,자주방문,설계사독려,대리점,373000,컴팩트카,중
918,1,피보험자,고용,1,23.568963,0,기본,고졸이하,103551800,시골,미혼,60,2,2,자주방문,할인,자사영업,45000,컴팩트카,중
919,4,피보험자,고용,0,3.025527,0,기본,박사,66618200,도시근교,기혼,70,0,1,자주방문,설계사독려,인터넷,433000,일반세단,소
920,4,피보험자,고용,0,3.2301,0,기본,석사,67678600,도시근교,미혼,70,0,1,자주방문,할인,자사영업,439000,일반세단,소
921,5,계약자,고용,0,4.371402,0,고급,대학졸업,62032300,도시근교,기혼,110,1,1,비방문,없음,인터넷,780000,일반세단,중
922,4,피보험자,휴직,0,9.011979,0,기본,석사,31564500,도시근교,기혼,120,0,3,자주방문,할인,자사영업,785000,SUV,중
923,2,계약자,고용,0,4.985121,1,기본,석사,105072000,도시근교,미혼,120,0,1,비방문,설계사독려,자사영업,676000,SUV,중
924,3,계약자,무직,0,8.096784,0,기본,고졸이하,0,도시근교,미혼,120,0,4이상,비방문,할인,대리점,1050000,SUV,중
925,1,계약자,고용,0,3.919188,1,중급,고졸이하,109024300,도시근교,기혼,90,0,1,비방문,설계사독려,대리점,534000,컴팩트카,대
926,3,계약자,FALSE,0,12.898866,1,기본,석사,28438300,도심,기혼,60,0,2,비방문,할인,대리점,318000,컴팩트카,중
927,4,계약자,고용,0,2.79942,0,기본,고졸이하,75651400,도심,기혼,70,0,1,비방문,설계사독려,자사영업,377000,일반세단,중
928,2,피보험자,무직,0,5.006655,0,기본,고졸이하,0,도시근교,기혼,70,4,3,자주방문,할인,대리점,409000,일반세단,중
929,2,계약자,고용,0,3.854586,0,중급,대학졸업,111827100,도시근교,기혼,100,2,1,비방문,없음,콜센터,789000,컴팩트카,소
930,4,피보험자,고용,1,5.803413,0,기본,대학졸업,64632700,도심,기혼,70,0,4이상,자주방문,할인,인터넷,401000,일반세단,대
931,1,계약자,고용,1,3.994557,0,중급,고졸이하,111688500,도시근교,기혼,100,0,1,비방문,없음,대리점,545000,일반세단,소
932,4,계약자,고용,0,9.270387,0,기본,대학졸업,49275600,도심,기혼,120,1,4이상,비방문,할인,대리점,516000,SUV,중
933,3,계약자,무직,1,2.90709,0,기본,고졸이하,0,도시근교,기혼,80,0,1,비방문,설계사독려,대리점,614000,컴팩트카,소
934,3,피보험자,휴직,0,2.702517,0,기본,대학졸업,19704300,도시근교,기혼,70,0,1,자주방문,설계사독려,자사영업,521000,일반세단,소
935,3,계약자,휴직,1,26.045373,0,기본,박사,19444700,도시근교,미혼,120,0,2,비방문,포인트,대리점,664000,스포츠카,중
936,4,피보험자,고용,0,16.279704,0,중급,대학졸업,27304200,도시근교,미혼,140,0,2,자주방문,할인,인터넷,872000,SUV,중
937,3,계약자,무직,0,14.406246,0,기본,대학졸업,0,도시근교,미혼,220,0,3,비방문,포인트,인터넷,1725000,고급차,소
938,3,계약자,무직,1,2.487177,0,기본,대학졸업,0,도시근교,기혼,70,0,1,비방문,포인트,대리점,533000,일반세단,중
939,4,피보험자,고용,0,7.881444,0,기본,대학졸업,76374100,도심,기혼,60,1,2,자주방문,할인,대리점,338000,일반세단,중
940,2,계약자,고용,1,28.112637,0,기본,대학졸업,106289700,도심,미혼,80,0,2,비방문,포인트,콜센터,325000,컴팩트카,중
941,2,계약자,고용,1,6.072588,1,기본,고졸이하,96718600,도시근교,기혼,70,0,3,종종,설계사독려,대리점,526000,일반세단,중
942,3,계약자,무직,0,5.082024,0,기본,대학졸업,0,도시근교,기혼,70,0,4이상,비방문,포인트,자사영업,427000,컴팩트카,중
943,3,피보험자,고용,0,2.950158,0,기본,대학졸업,42878000,도시근교,기혼,70,0,1,자주방문,없음,자사영업,409000,컴팩트카,소
944,1,계약자,고용,0,4.102227,1,중급,대학졸업,125449500,도시근교,기혼,100,0,1,비방문,설계사독려,대리점,557000,컴팩트카,소
945,1,계약자,고용,0,5.049723,0,기본,대학졸업,109099100,시골,미혼,130,0,1,비방문,할인,대리점,5000,SUV,중
946,3,계약자,무직,1,4.371402,0,중급,대학졸업,0,도시근교,미혼,130,0,1,비방문,할인,콜센터,1502000,SUV,중
947,5,계약자,고용,0,44.995293,1,고급,고졸이하,61582400,도시근교,미혼,130,2,2,비방문,할인,콜센터,705000,일반세단,중
948,3,계약자,고용,1,10.55166,0,중급,대학졸업,42623900,시골,기혼,140,0,4이상,비방문,설계사독려,대리점,318000,SUV,중
949,4,계약자,고용,1,13.329546,0,기본,대학졸업,52724100,도심,기혼,60,1,2,비방문,포인트,인터넷,359000,컴팩트카,중
950,1,피보험자,고용,1,10.454757,0,기본,대학졸업,104635300,시골,기혼,60,0,2,자주방문,설계사독려,대리점,145000,컴팩트카,소
951,3,계약자,무직,1,4.575975,0,기본,대학졸업,0,도시근교,미혼,60,0,4이상,비방문,할인,자사영업,551000,컴팩트카,중
952,3,피보험자,무직,1,3.843819,1,기본,대학졸업,0,도시근교,기혼,110,0,1,자주방문,설계사독려,대리점,816000,SUV,중
953,3,계약자,무직,1,5.545005,0,기본,고졸이하,0,도시근교,미혼,80,0,3,비방문,할인,자사영업,658000,일반세단,중
954,3,피보험자,무직,1,8.139852,0,고급,대학졸업,0,도시근교,미혼,130,1,3,자주방문,할인,콜센터,1191000,일반세단,소
955,3,계약자,무직,1,4.511373,0,기본,대학졸업,0,도시근교,미혼,70,3,4이상,종종,할인,자사영업,938000,컴팩트카,중
956,3,계약자,고용,1,3.047061,0,기본,대학졸업,34183600,도시근교,기혼,70,0,1,비방문,설계사독려,인터넷,427000,일반세단,중
957,2,계약자,고용,0,3.466974,0,중급,석사,102950100,도시근교,기혼,80,0,1,비방문,포인트,인터넷,468000,일반세단,소
958,4,계약자,고용,1,11.811399,1,중급,박사,31941800,도시근교,미혼,150,0,4이상,비방문,설계사독려,대리점,812000,스포츠카,중
959,3,계약자,무직,1,2.616381,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,설계사독려,콜센터,422000,일반세단,중
960,4,계약자,고용,1,4.080693,0,중급,고졸이하,87466500,시골,기혼,100,1,1,비방문,없음,인터넷,193000,컴팩트카,소
961,1,피보험자,고용,1,9.518028,1,기본,대학졸업,109270700,시골,기혼,130,3,4이상,자주방문,설계사독려,대리점,165000,SUV,중
962,4,계약자,휴직,0,21.64167,0,기본,박사,31246600,도시근교,기혼,110,0,2,비방문,포인트,인터넷,605000,SUV,중
963,4,계약자,고용,1,6.880113,0,중급,대학졸업,34944800,도시근교,미혼,90,0,4이상,비방문,설계사독려,자사영업,492000,컴팩트카,소
964,3,계약자,무직,0,2.864022,0,중급,대학졸업,0,도시근교,미혼,80,1,1,비방문,할인,자사영업,462000,일반세단,중
965,3,계약자,휴직,1,8.301357,0,기본,대학졸업,17387700,도시근교,기혼,110,0,4이상,비방문,할인,자사영업,605000,SUV,중
966,3,계약자,FALSE,0,2.90709,0,기본,석사,31953900,도심,기혼,70,0,1,비방문,포인트,인터넷,224000,일반세단,중
967,4,피보험자,고용,1,2.69175,0,기본,고졸이하,35279200,도시근교,기혼,60,0,1,자주방문,포인트,대리점,525000,일반세단,중
968,3,계약자,고용,0,2.69175,0,기본,대학졸업,41450200,시골,기혼,60,0,1,비방문,설계사독려,자사영업,2000,일반세단,중
969,3,계약자,고용,0,6.040287,0,기본,대학졸업,53425900,시골,기혼,70,1,4이상,비방문,포인트,대리점,161000,일반세단,대
970,3,계약자,무직,1,2.250303,0,기본,고졸이하,0,도시근교,미혼,60,1,1,비방문,할인,대리점,560000,일반세단,소
971,1,계약자,고용,1,5.534238,0,기본,고졸이하,124086600,도심,기혼,60,0,4이상,비방문,없음,인터넷,255000,일반세단,중
972,3,계약자,고용,0,5.803413,0,기본,대학졸업,39461400,시골,미혼,70,0,4이상,비방문,할인,대리점,95000,일반세단,중
973,2,피보험자,고용,0,7.902978,0,중급,대학졸업,116388800,도시근교,미혼,90,0,4이상,자주방문,할인,자사영업,700000,컴팩트카,중
974,3,계약자,휴직,0,5.157393,0,기본,대학졸업,38481300,도시근교,기혼,60,0,4이상,비방문,할인,자사영업,373000,일반세단,중
975,4,계약자,고용,1,27.100539,0,중급,석사,49282200,도심,기혼,80,0,2,비방문,설계사독려,자사영업,275000,일반세단,소
976,2,계약자,무직,0,2.314905,0,기본,대학졸업,0,도시근교,미혼,70,0,1,비방문,없음,대리점,368000,컴팩트카,중
977,3,계약자,무직,0,10.65933,0,중급,대학졸업,0,도시근교,기혼,150,0,4이상,비방문,할인,콜센터,1167000,SUV,중
978,4,피보험자,고용,1,3.402372,0,중급,고졸이하,76996700,시골,기혼,80,0,1,자주방문,포인트,자사영업,166000,일반세단,대
979,3,계약자,무직,0,6.750909,0,중급,고졸이하,0,도시근교,미혼,90,1,4이상,종종,할인,콜센터,1164000,컴팩트카,대
980,3,계약자,휴직,0,11.671428,0,중급,대학졸업,34853500,시골,기혼,160,0,3,비방문,할인,자사영업,131000,SUV,소
981,1,계약자,고용,0,8.269056,0,기본,석사,118420500,도시근교,기혼,70,1,2,비방문,없음,콜센터,373000,일반세단,중
982,1,계약자,고용,0,7.579968,0,중급,고졸이하,114529800,도심,기혼,90,0,4이상,비방문,할인,자사영업,289000,컴팩트카,소
983,4,피보험자,고용,0,3.854586,0,중급,고졸이하,32992300,도시근교,기혼,100,0,1,자주방문,설계사독려,콜센터,791000,일반세단,대
984,4,계약자,고용,1,11.682195,0,중급,대학졸업,36059100,도시근교,기혼,160,0,4이상,비방문,할인,자사영업,951000,SUV,중
985,4,계약자,고용,1,2.864022,0,기본,대학졸업,75500700,도시근교,기혼,70,0,1,비방문,없음,자사영업,397000,일반세단,소
986,4,계약자,고용,0,7.407696,0,중급,대학졸업,85393000,시골,기혼,90,0,3,비방문,설계사독려,인터넷,208000,일반세단,소
987,3,계약자,고용,1,21.867777,0,기본,대학졸업,55806300,시골,미혼,210,3,2,비방문,할인,콜센터,262000,고급차,소
988,3,피보험자,고용,1,21.663204,0,중급,대학졸업,43448900,시골,기혼,90,0,2,자주방문,할인,인터넷,145000,컴팩트카,대
989,3,계약자,고용,0,2.745585,0,기본,석사,34431100,도심,기혼,60,1,1,비방문,설계사독려,자사영업,232000,일반세단,중
990,4,계약자,고용,0,37.264587,1,기본,고졸이하,26556200,도시근교,기혼,120,0,2,비방문,설계사독려,대리점,646000,스포츠카,중
991,2,계약자,휴직,0,4.575975,1,기본,고졸이하,15735500,도시근교,미혼,60,2,3,비방문,할인,인터넷,362000,컴팩트카,소
992,3,계약자,무직,0,3.940722,0,기본,고졸이하,0,도시근교,미혼,120,0,1,비방문,설계사독려,인터넷,943000,SUV,중
993,4,계약자,고용,0,2.777886,0,기본,대학졸업,65388400,도시근교,미혼,70,0,1,비방문,할인,콜센터,511000,컴팩트카,소
994,3,계약자,고용,1,28.252608,0,기본,대학졸업,73635100,시골,미혼,130,0,2,비방문,설계사독려,자사영업,185000,SUV,중
995,1,피보험자,고용,0,29.135502,0,고급,대학졸업,110455400,시골,기혼,120,1,2,자주방문,할인,대리점,341000,일반세단,대
996,4,계약자,고용,1,8.710503,1,기본,대학졸업,67183600,도심,기혼,110,0,3,비방문,할인,대리점,456000,SUV,중
997,1,계약자,고용,0,2.896323,0,기본,박사,108535900,시골,미혼,70,0,1,비방문,없음,인터넷,65000,일반세단,소
998,1,피보험자,고용,1,5.620374,0,기본,대학졸업,113312100,도시근교,기혼,70,0,4이상,자주방문,없음,인터넷,385000,일반세단,중
999,4,계약자,고용,1,8.904309,0,기본,고졸이하,78779800,도심,기혼,70,0,2,종종,할인,대리점,275000,컴팩트카,중
1000,3,피보험자,무직,1,5.997219,1,중급,고졸이하,0,도시근교,미혼,80,1,4이상,자주방문,할인,대리점,503000,컴팩트카,중
1001,3,피보험자,무직,1,2.788653,0,기본,고졸이하,0,도시근교,기혼,70,0,1,자주방문,설계사독려,자사영업,433000,일반세단,소
1002,5,계약자,고용,0,9.313455,1,기본,고졸이하,84764900,도심,기혼,120,0,3,비방문,설계사독려,자사영업,457000,SUV,대
1003,3,계약자,휴직,0,2.605614,0,기본,고졸이하,29503100,도시근교,기혼,60,1,1,비방문,할인,대리점,373000,컴팩트카,소
1004,1,계약자,고용,1,3.025527,0,기본,대학졸업,124657500,도심,미혼,70,0,1,비방문,설계사독려,콜센터,226000,컴팩트카,중
1005,2,피보험자,휴직,0,2.702517,0,기본,석사,22727100,도시근교,미혼,70,0,1,자주방문,할인,인터넷,391000,일반세단,중
1006,5,피보험자,고용,0,4.759014,0,기본,고졸이하,49966400,도시근교,미혼,120,0,1,자주방문,설계사독려,콜센터,818000,SUV,대
1007,1,계약자,고용,0,10.293252,0,고급,대학졸업,127254600,시골,미혼,130,0,4이상,비방문,설계사독려,인터넷,73000,일반세단,중
1008,4,피보험자,고용,1,14.933829,1,기본,대학졸업,37583700,도시근교,기혼,130,0,2,자주방문,설계사독려,자사영업,756000,SUV,소
1009,3,계약자,무직,0,9.518028,0,기본,고졸이하,0,도시근교,기혼,130,0,3,비방문,할인,대리점,700000,SUV,소
1010,4,계약자,고용,1,9.518028,0,기본,대학졸업,84478900,시골,기혼,120,0,4이상,비방문,설계사독려,자사영업,256000,SUV,중
1011,4,계약자,고용,0,36.037149,1,기본,대학졸업,43872400,도시근교,미혼,120,0,2,비방문,할인,인터넷,628000,SUV,중
1012,4,계약자,고용,1,5.3835,0,기본,대학졸업,57796200,도시근교,기혼,60,3,4이상,비방문,설계사독려,대리점,391000,일반세단,소
1013,3,피보험자,무직,0,17.733249,1,기본,고졸이하,0,도시근교,미혼,60,0,2,자주방문,설계사독려,대리점,846000,일반세단,중
1014,5,계약자,고용,0,9.937941,0,기본,고졸이하,56311200,도시근교,기혼,130,0,3,비방문,설계사독려,자사영업,815000,스포츠카,중
1015,1,계약자,고용,0,2.637915,0,기본,대학졸업,116063200,도심,기혼,60,5,1,비방문,설계사독려,대리점,215000,일반세단,소
1016,5,계약자,고용,0,19.962018,0,중급,고졸이하,45058200,도심,미혼,270,0,4이상,비방문,할인,자사영업,1099000,고급차,중
1017,3,계약자,휴직,1,5.631141,0,기본,석사,23964600,도시근교,미혼,70,0,4이상,비방문,할인,대리점,450000,일반세단,중
1018,5,계약자,고용,0,44.952225,0,고급,대학졸업,60053400,도시근교,기혼,120,0,2,비방문,설계사독려,자사영업,688000,일반세단,중
1019,3,계약자,무직,0,8.107551,0,기본,대학졸업,0,도시근교,미혼,80,0,2,비방문,할인,대리점,631000,일반세단,중
1020,1,피보험자,고용,1,8.635134,0,고급,고졸이하,125830100,도심,미혼,110,0,3,자주방문,설계사독려,대리점,390000,일반세단,중
1021,5,계약자,고용,0,17.507142,0,중급,석사,55083600,도심,미혼,160,0,2,비방문,할인,대리점,704000,SUV,중
1022,4,계약자,고용,1,8.635134,0,기본,고졸이하,70364800,도시근교,기혼,110,0,3,비방문,없음,콜센터,599000,SUV,소
1023,1,계약자,고용,1,2.842488,0,기본,대학졸업,102179000,시골,기혼,60,0,1,비방문,설계사독려,자사영업,188000,일반세단,중
1024,1,계약자,고용,0,5.674209,0,기본,고졸이하,123393600,시골,기혼,60,0,4이상,비방문,설계사독려,콜센터,134000,일반세단,중
1025,3,계약자,무직,1,3.617712,0,고급,대학졸업,0,도시근교,미혼,120,2,1,비방문,할인,대리점,951000,일반세단,소
1026,3,피보험자,무직,0,2.831721,0,중급,고졸이하,0,도시근교,미혼,80,1,1,자주방문,포인트,콜센터,462000,일반세단,중
1027,1,계약자,고용,0,6.987783,0,중급,고졸이하,115280000,도심,미혼,80,0,4이상,비방문,포인트,콜센터,437000,일반세단,중
1028,3,계약자,무직,0,19.81128,0,기본,대학졸업,0,도시근교,미혼,70,0,2,비방문,설계사독려,콜센터,649000,일반세단,소
1029,5,계약자,고용,0,4.220664,0,중급,대학졸업,82544000,도시근교,기혼,100,1,1,비방문,설계사독려,콜센터,841000,일반세단,소
1030,4,피보험자,고용,1,10.433223,0,중급,고졸이하,26449500,도시근교,미혼,90,1,2,자주방문,설계사독려,자사영업,1219000,일반세단,소
1031,3,계약자,무직,1,21.178689,0,기본,대학졸업,0,도시근교,미혼,70,1,2,비방문,할인,콜센터,596000,일반세단,중
1032,4,피보험자,고용,0,6.007986,0,기본,고졸이하,76568800,도심,미혼,70,1,3,자주방문,할인,대리점,253000,컴팩트카,중
